,water_availability_sw[MCM]
1216,0.17232275728343197
1217,0.17658685565381618
1218,0.12433754494140506
1219,0.1449107734638407
1220,0.10376026694283423
1221,0.10612489104072567
1222,0.11695481001675186
1223,0.12138223725792319
1224,0.119530546803826
1225,0.18979975635288016
1226,0.17325575658498613
1227,0.1891996239896409
1228,0.18185198452482623
1229,0.20034297241853294
1230,0.18184577532808555
1231,0.15068856601356928
1232,0.17330543015891145
1233,0.13727508126327423
1234,0.1757629222428372
1235,0.17909267148628888
1236,0.12632853737455377
1237,0.15321543912194513
1238,0.1679414940702021
1239,0.009548664726843311
1240,0.008454766240183173
1241,0.07785846775660347
1242,0.10157004028383282
